grid_id,center_lat,center_lon,demand,supply,demand_supply_ratio
GRID_0_79,37.402252252252254,127.1476351351354,0,0,0.0
GRID_0_80,37.402252252252254,127.15326576576604,0,0,0.0
GRID_0_81,37.402252252252254,127.15889639639668,0,0,0.0
GRID_0_82,37.402252252252254,127.1645270270273,0,0,0.0
GRID_0_83,37.402252252252254,127.17015765765794,0,0,0.0
GRID_0_84,37.402252252252254,127.17578828828856,0,0,0.0
GRID_0_85,37.402252252252254,127.1814189189192,0,0,0.0
GRID_0_86,37.402252252252254,127.18704954954984,0,0,0.0
GRID_0_87,37.402252252252254,127.19268018018047,0,0,0.0
GRID_0_88,37.402252252252254,127.19831081081112,0,0,0.0
GRID_1_0,37.40675675675676,126.70281531531532,0,0,0.0
GRID_1_1,37.40675675675676,126.70844594594595,0,0,0.0
GRID_1_2,37.40675675675676,126.7140765765766,0,0,0.0
GRID_1_3,37.40675675675676,126.71970720720722,0,0,0.0
GRID_1_4,37.40675675675676,126.72533783783786,0,0,0.0
GRID_1_5,37.40675675675676,126.73096846846848,0,0,0.0
GRID_1_6,37.40675675675676,126.73659909909912,0,0,0.0
GRID_1_7,37.40675675675676,126.74222972972976,0,0,0.0
GRID_1_8,37.40675675675676,126.7478603603604,0,0,0.0
GRID_1_9,37.40675675675676,126.75349099099104,0,0,0.0
GRID_1_10,37.40675675675676,126.75912162162166,0,0,0.0
GRID_1_11,37.40675675675676,126.7647522522523,0,0,0.0
GRID_1_12,37.40675675675676,126.77038288288291,0,0,0.0
GRID_1_13,37.40675675675676,126.77601351351356,0,0,0.0
GRID_1_14,37.40675675675676,126.7816441441442,0,0,0.0
GRID_1_15,37.40675675675676,126.78727477477484,0,0,0.0
GRID_1_16,37.40675675675676,126.79290540540546,0,0,0.0
GRID_1_17,37.40675675675676,126.7985360360361,0,0,0.0
GRID_1_18,37.40675675675676,126.80416666666672,0,0,0.0
GRID_1_19,37.40675675675676,126.80979729729737,0,0,0.0
GRID_1_20,37.40675675675676,126.815427927928,0,0,0.0
GRID_1_21,37.40675675675676,126.82105855855863,0,0,0.0
GRID_1_22,37.40675675675676,126.82668918918928,0,0,0.0
GRID_1_23,37.40675675675676,126.8323198198199,0,0,0.0
GRID_1_24,37.40675675675676,126.83795045045052,0,0,0.0
GRID_1_25,37.40675675675676,126.84358108108115,0,0,0.0
GRID_1_26,37.40675675675676,126.8492117117118,0,0,0.0
GRID_1_27,37.40675675675676,126.85484234234244,0,0,0.0
GRID_1_28,37.40675675675676,126.86047297297308,0,0,0.0
GRID_1_29,37.40675675675676,126.8661036036037,0,0,0.0
GRID_1_30,37.40675675675676,126.87173423423434,0,0,0.0
GRID_1_31,37.40675675675676,126.87736486486496,0,0,0.0
GRID_1_32,37.40675675675676,126.8829954954956,0,0,0.0
GRID_1_33,37.40675675675676,126.88862612612624,0,0,0.0
GRID_1_34,37.40675675675676,126.89425675675687,0,0,0.0
GRID_1_35,37.40675675675676,126.89988738738752,0,0,0.0
GRID_1_36,37.40675675675676,126.90551801801814,0,0,0.0
GRID_1_37,37.40675675675676,126.91114864864878,0,0,0.0
GRID_1_38,37.40675675675676,126.9167792792794,0,0,0.0
GRID_1_39,37.40675675675676,126.92240990991004,0,0,0.0
GRID_1_40,37.40675675675676,126.92804054054068,0,0,0.0
GRID_1_41,37.40675675675676,126.93367117117133,0,0,0.0
GRID_1_42,37.40675675675676,126.93930180180196,0,0,0.0
GRID_1_43,37.40675675675676,126.94493243243258,0,0,0.0
GRID_1_44,37.40675675675676,126.9505630630632,0,0,0.0
GRID_1_45,37.40675675675676,126.95619369369383,0,0,0.0
GRID_1_46,37.40675675675676,126.96182432432448,0,0,0.0
GRID_1_47,37.40675675675676,126.96745495495512,0,0,0.0
GRID_1_48,37.40675675675676,126.97308558558576,0,0,0.0
GRID_1_49,37.40675675675676,126.97871621621638,0,0,0.0
GRID_1_50,37.40675675675676,126.98434684684702,0,0,0.0
GRID_1_51,37.40675675675676,126.98997747747764,0,0,0.0
GRID_1_52,37.40675675675676,126.99560810810829,0,0,0.0
GRID_1_53,37.40675675675676,127.00123873873892,0,0,0.0
GRID_1_54,37.40675675675676,127.00686936936955,0,0,0.0
GRID_1_55,37.40675675675676,127.0125000000002,0,0,0.0
GRID_1_56,37.40675675675676,127.01813063063082,0,0,0.0
GRID_1_57,37.40675675675676,127.02376126126146,0,0,0.0
GRID_1_58,37.40675675675676,127.02939189189208,0,0,0.0
GRID_1_59,37.40675675675676,127.03502252252272,0,0,0.0
GRID_1_60,37.40675675675676,127.04065315315336,0,0,0.0
GRID_1_61,37.40675675675676,127.046283783784,0,0,0.0
GRID_1_62,37.40675675675676,127.05191441441464,0,0,0.0
GRID_1_63,37.40675675675676,127.05754504504526,0,0,0.0
GRID_1_64,37.40675675675676,127.0631756756759,0,0,0.0
GRID_1_65,37.40675675675676,127.06880630630651,0,0,0.0
GRID_1_66,37.40675675675676,127.07443693693716,0,0,0.0
GRID_1_67,37.40675675675676,127.0800675675678,0,0,0.0
GRID_1_68,37.40675675675676,127.08569819819844,0,0,0.0
GRID_1_69,37.40675675675676,127.09132882882906,0,0,0.0
GRID_1_70,37.40675675675676,127.0969594594597,0,0,0.0
GRID_1_71,37.40675675675676,127.10259009009032,0,0,0.0
GRID_1_72,37.40675675675676,127.10822072072096,0,0,0.0
GRID_1_73,37.40675675675676,127.1138513513516,0,0,0.0
GRID_1_74,37.40675675675676,127.11948198198225,0,0,0.0
GRID_1_75,37.40675675675676,127.12511261261288,0,0,0.0
GRID_1_76,37.40675675675676,127.1307432432435,0,0,0.0
GRID_1_77,37.40675675675676,127.13637387387412,0,0,0.0
GRID_1_78,37.40675675675676,127.14200450450475,0,0,0.0
GRID_1_79,37.40675675675676,127.1476351351354,0,0,0.0
GRID_1_80,37.40675675675676,127.15326576576604,0,0,0.0
GRID_1_81,37.40675675675676,127.15889639639668,0,0,0.0
GRID_1_82,37.40675675675676,127.1645270270273,0,0,0.0
GRID_1_83,37.40675675675676,127.17015765765794,0,0,0.0
GRID_1_84,37.40675675675676,127.17578828828856,0,0,0.0
GRID_1_85,37.40675675675676,127.1814189189192,0,0,0.0
GRID_1_86,37.40675675675676,127.18704954954984,0,0,0.0
GRID_1_87,37.40675675675676,127.19268018018047,0,0,0.0
GRID_1_88,37.40675675675676,127.19831081081112,0,0,0.0
GRID_2_0,37.41126126126126,126.70281531531532,0,0,0.0
GRID_2_1,37.41126126126126,126.70844594594595,0,0,0.0
GRID_2_2,37.41126126126126,126.7140765765766,0,0,0.0
GRID_2_3,37.41126126126126,126.71970720720722,0,0,0.0
GRID_2_4,37.41126126126126,126.72533783783786,0,0,0.0
GRID_2_5,37.41126126126126,126.73096846846848,0,0,0.0
GRID_2_6,37.41126126126126,126.73659909909912,0,0,0.0
GRID_2_7,37.41126126126126,126.74222972972976,0,0,0.0
GRID_2_8,37.41126126126126,126.7478603603604,0,0,0.0
GRID_2_9,37.41126126126126,126.75349099099104,0,0,0.0
GRID_2_10,37.41126126126126,126.75912162162166,0,0,0.0
GRID_2_11,37.41126126126126,126.7647522522523,0,0,0.0
GRID_2_12,37.41126126126126,126.77038288288291,0,0,0.0
GRID_2_13,37.41126126126126,126.77601351351356,0,0,0.0
GRID_2_14,37.41126126126126,126.7816441441442,0,0,0.0
GRID_2_15,37.41126126126126,126.78727477477484,0,0,0.0
GRID_2_16,37.41126126126126,126.79290540540546,0,0,0.0
GRID_2_17,37.41126126126126,126.7985360360361,0,0,0.0
GRID_2_18,37.41126126126126,126.80416666666672,0,0,0.0
GRID_2_19,37.41126126126126,126.80979729729737,0,0,0.0
GRID_2_20,37.41126126126126,126.815427927928,0,0,0.0
GRID_2_21,37.41126126126126,126.82105855855863,0,0,0.0
GRID_2_22,37.41126126126126,126.82668918918928,0,0,0.0
GRID_2_23,37.41126126126126,126.8323198198199,0,0,0.0
GRID_2_24,37.41126126126126,126.83795045045052,0,0,0.0
GRID_2_25,37.41126126126126,126.84358108108115,0,0,0.0
GRID_2_26,37.41126126126126,126.8492117117118,0,0,0.0
GRID_2_27,37.41126126126126,126.85484234234244,0,0,0.0
GRID_2_28,37.41126126126126,126.86047297297308,0,0,0.0
GRID_2_29,37.41126126126126,126.8661036036037,0,0,0.0
GRID_2_30,37.41126126126126,126.87173423423434,0,0,0.0
GRID_2_31,37.41126126126126,126.87736486486496,0,0,0.0
GRID_2_32,37.41126126126126,126.8829954954956,0,0,0.0
GRID_2_33,37.41126126126126,126.88862612612624,0,0,0.0
GRID_2_34,37.41126126126126,126.89425675675687,0,0,0.0
GRID_2_35,37.41126126126126,126.89988738738752,0,0,0.0
GRID_2_36,37.41126126126126,126.90551801801814,0,0,0.0
GRID_2_37,37.41126126126126,126.91114864864878,0,0,0.0
GRID_2_38,37.41126126126126,126.9167792792794,0,0,0.0
GRID_2_39,37.41126126126126,126.92240990991004,0,0,0.0
GRID_2_40,37.41126126126126,126.92804054054068,0,0,0.0
GRID_2_41,37.41126126126126,126.93367117117133,0,0,0.0
GRID_2_42,37.41126126126126,126.93930180180196,0,0,0.0
GRID_2_43,37.41126126126126,126.94493243243258,0,0,0.0
GRID_2_44,37.41126126126126,126.9505630630632,0,0,0.0
GRID_2_45,37.41126126126126,126.95619369369383,0,0,0.0
GRID_2_46,37.41126126126126,126.96182432432448,0,0,0.0
GRID_2_47,37.41126126126126,126.96745495495512,0,0,0.0
GRID_2_48,37.41126126126126,126.97308558558576,0,0,0.0
GRID_2_49,37.41126126126126,126.97871621621638,0,0,0.0
GRID_2_50,37.41126126126126,126.98434684684702,0,0,0.0
GRID_2_51,37.41126126126126,126.98997747747764,0,0,0.0
GRID_2_52,37.41126126126126,126.99560810810829,0,0,0.0
GRID_2_53,37.41126126126126,127.00123873873892,0,0,0.0
GRID_2_54,37.41126126126126,127.00686936936955,0,0,0.0
GRID_2_55,37.41126126126126,127.0125000000002,0,0,0.0
GRID_2_56,37.41126126126126,127.01813063063082,0,0,0.0
GRID_2_57,37.41126126126126,127.02376126126146,0,0,0.0
GRID_2_58,37.41126126126126,127.02939189189208,0,0,0.0
GRID_2_59,37.41126126126126,127.03502252252272,0,0,0.0
GRID_2_60,37.41126126126126,127.04065315315336,0,0,0.0
GRID_2_61,37.41126126126126,127.046283783784,0,0,0.0
GRID_2_62,37.41126126126126,127.05191441441464,0,0,0.0
GRID_2_63,37.41126126126126,127.05754504504526,0,0,0.0
GRID_2_64,37.41126126126126,127.0631756756759,0,0,0.0
GRID_2_65,37.41126126126126,127.06880630630651,0,0,0.0
GRID_2_66,37.41126126126126,127.07443693693716,0,0,0.0
GRID_2_67,37.41126126126126,127.0800675675678,0,0,0.0
GRID_2_68,37.41126126126126,127.08569819819844,0,0,0.0
GRID_2_69,37.41126126126126,127.09132882882906,0,0,0.0
GRID_2_70,37.41126126126126,127.0969594594597,0,0,0.0
GRID_2_71,37.41126126126126,127.10259009009032,0,0,0.0
GRID_2_72,37.41126126126126,127.10822072072096,0,0,0.0
GRID_2_73,37.41126126126126,127.1138513513516,0,0,0.0
GRID_2_74,37.41126126126126,127.11948198198225,0,0,0.0
GRID_2_75,37.41126126126126,127.12511261261288,0,0,0.0
GRID_2_76,37.41126126126126,127.1307432432435,0,0,0.0
GRID_2_77,37.41126126126126,127.13637387387412,0,0,0.0
GRID_2_78,37.41126126126126,127.14200450450475,0,0,0.0
GRID_2_79,37.41126126126126,127.1476351351354,0,0,0.0
GRID_2_80,37.41126126126126,127.15326576576604,0,0,0.0
GRID_2_81,37.41126126126126,127.15889639639668,0,0,0.0
GRID_2_82,37.41126126126126,127.1645270270273,0,0,0.0
GRID_2_83,37.41126126126126,127.17015765765794,0,0,0.0
GRID_2_84,37.41126126126126,127.17578828828856,0,0,0.0
GRID_2_85,37.41126126126126,127.1814189189192,0,0,0.0
GRID_2_86,37.41126126126126,127.18704954954984,0,0,0.0
GRID_2_87,37.41126126126126,127.19268018018047,0,0,0.0
GRID_2_88,37.41126126126126,127.19831081081112,0,0,0.0
GRID_3_0,37.41576576576576,126.70281531531532,0,0,0.0
GRID_3_1,37.41576576576576,126.70844594594595,0,0,0.0
GRID_3_2,37.41576576576576,126.7140765765766,0,0,0.0
GRID_3_3,37.41576576576576,126.71970720720722,0,0,0.0
GRID_3_4,37.41576576576576,126.72533783783786,0,0,0.0
GRID_3_5,37.41576576576576,126.73096846846848,0,0,0.0
GRID_3_6,37.41576576576576,126.73659909909912,0,0,0.0
GRID_3_7,37.41576576576576,126.74222972972976,0,0,0.0
GRID_3_8,37.41576576576576,126.7478603603604,0,0,0.0
GRID_3_9,37.41576576576576,126.75349099099104,0,0,0.0
GRID_3_10,37.41576576576576,126.75912162162166,0,0,0.0
GRID_3_11,37.41576576576576,126.7647522522523,0,0,0.0
GRID_3_12,37.41576576576576,126.77038288288291,0,0,0.0
GRID_3_13,37.41576576576576,126.77601351351356,0,0,0.0
GRID_3_14,37.41576576576576,126.7816441441442,0,0,0.0
GRID_3_15,37.41576576576576,126.78727477477484,0,0,0.0
GRID_3_16,37.41576576576576,126.79290540540546,0,0,0.0
GRID_3_17,37.41576576576576,126.7985360360361,0,0,0.0
GRID_3_18,37.41576576576576,126.80416666666672,0,0,0.0
GRID_3_19,37.41576576576576,126.80979729729737,0,0,0.0
GRID_3_20,37.41576576576576,126.815427927928,0,0,0.0
GRID_3_21,37.41576576576576,126.82105855855863,0,0,0.0
GRID_3_22,37.41576576576576,126.82668918918928,0,0,0.0
GRID_3_23,37.41576576576576,126.8323198198199,0,0,0.0
GRID_3_24,37.41576576576576,126.83795045045052,0,0,0.0
GRID_3_25,37.41576576576576,126.84358108108115,0,0,0.0
GRID_3_26,37.41576576576576,126.8492117117118,0,0,0.0
GRID_3_27,37.41576576576576,126.85484234234244,0,0,0.0
GRID_3_28,37.41576576576576,126.86047297297308,0,0,0.0
GRID_3_29,37.41576576576576,126.8661036036037,0,0,0.0
GRID_3_30,37.41576576576576,126.87173423423434,0,0,0.0
GRID_3_31,37.41576576576576,126.87736486486496,0,0,0.0
GRID_3_32,37.41576576576576,126.8829954954956,0,0,0.0
GRID_3_33,37.41576576576576,126.88862612612624,0,0,0.0
GRID_3_34,37.41576576576576,126.89425675675687,0,0,0.0
GRID_3_35,37.41576576576576,126.89988738738752,0,0,0.0
GRID_3_36,37.41576576576576,126.90551801801814,0,0,0.0
GRID_3_37,37.41576576576576,126.91114864864878,0,0,0.0
GRID_3_38,37.41576576576576,126.9167792792794,0,0,0.0
GRID_3_39,37.41576576576576,126.92240990991004,0,0,0.0
GRID_3_40,37.41576576576576,126.92804054054068,0,0,0.0
GRID_3_41,37.41576576576576,126.93367117117133,0,0,0.0
GRID_3_42,37.41576576576576,126.93930180180196,0,0,0.0
GRID_3_43,37.41576576576576,126.94493243243258,0,0,0.0
GRID_3_44,37.41576576576576,126.9505630630632,0,0,0.0
GRID_3_45,37.41576576576576,126.95619369369383,0,0,0.0
GRID_3_46,37.41576576576576,126.96182432432448,0,0,0.0
GRID_3_47,37.41576576576576,126.96745495495512,0,0,0.0
GRID_3_48,37.41576576576576,126.97308558558576,0,0,0.0
GRID_3_49,37.41576576576576,126.97871621621638,0,0,0.0
GRID_3_50,37.41576576576576,126.98434684684702,0,0,0.0
GRID_3_51,37.41576576576576,126.98997747747764,0,0,0.0
GRID_3_52,37.41576576576576,126.99560810810829,0,0,0.0
GRID_3_53,37.41576576576576,127.00123873873892,0,0,0.0
GRID_3_54,37.41576576576576,127.00686936936955,0,0,0.0
GRID_3_55,37.41576576576576,127.0125000000002,0,0,0.0
GRID_3_56,37.41576576576576,127.01813063063082,0,0,0.0
GRID_3_57,37.41576576576576,127.02376126126146,0,0,0.0
GRID_3_58,37.41576576576576,127.02939189189208,0,0,0.0
GRID_3_59,37.41576576576576,127.03502252252272,0,0,0.0
GRID_3_60,37.41576576576576,127.04065315315336,0,0,0.0
GRID_3_61,37.41576576576576,127.046283783784,0,0,0.0
GRID_3_62,37.41576576576576,127.05191441441464,0,0,0.0
GRID_3_63,37.41576576576576,127.05754504504526,0,0,0.0
GRID_3_64,37.41576576576576,127.0631756756759,0,0,0.0
GRID_3_65,37.41576576576576,127.06880630630651,0,0,0.0
GRID_3_66,37.41576576576576,127.07443693693716,0,0,0.0
GRID_3_67,37.41576576576576,127.0800675675678,0,0,0.0
GRID_3_68,37.41576576576576,127.08569819819844,0,0,0.0
GRID_3_69,37.41576576576576,127.09132882882906,0,0,0.0
GRID_3_70,37.41576576576576,127.0969594594597,0,0,0.0
GRID_3_71,37.41576576576576,127.10259009009032,0,0,0.0
GRID_3_72,37.41576576576576,127.10822072072096,0,0,0.0
GRID_3_73,37.41576576576576,127.1138513513516,0,0,0.0
GRID_3_74,37.41576576576576,127.11948198198225,0,0,0.0
GRID_3_75,37.41576576576576,127.12511261261288,0,0,0.0
GRID_3_76,37.41576576576576,127.1307432432435,0,0,0.0
GRID_3_77,37.41576576576576,127.13637387387412,0,0,0.0
GRID_3_78,37.41576576576576,127.14200450450475,0,0,0.0
GRID_3_79,37.41576576576576,127.1476351351354,0,0,0.0
GRID_3_80,37.41576576576576,127.15326576576604,0,0,0.0
GRID_3_81,37.41576576576576,127.15889639639668,0,0,0.0
GRID_3_82,37.41576576576576,127.1645270270273,0,0,0.0
GRID_3_83,37.41576576576576,127.17015765765794,0,0,0.0
GRID_3_84,37.41576576576576,127.17578828828856,0,0,0.0
GRID_3_85,37.41576576576576,127.1814189189192,0,0,0.0
GRID_3_86,37.41576576576576,127.18704954954984,0,0,0.0
GRID_3_87,37.41576576576576,127.19268018018047,0,0,0.0
GRID_3_88,37.41576576576576,127.19831081081112,0,0,0.0
GRID_4_0,37.420270270270265,126.70281531531532,0,0,0.0
GRID_4_1,37.420270270270265,126.70844594594595,0,0,0.0
GRID_4_2,37.420270270270265,126.7140765765766,0,0,0.0
GRID_4_3,37.420270270270265,126.71970720720722,0,0,0.0
GRID_4_4,37.420270270270265,126.72533783783786,0,0,0.0
GRID_4_5,37.420270270270265,126.73096846846848,0,0,0.0
GRID_4_6,37.420270270270265,126.73659909909912,0,0,0.0
GRID_4_7,37.420270270270265,126.74222972972976,0,0,0.0
GRID_4_8,37.420270270270265,126.7478603603604,0,0,0.0
GRID_4_9,37.420270270270265,126.75349099099104,0,0,0.0
GRID_4_10,37.420270270270265,126.75912162162166,0,0,0.0
GRID_4_11,37.420270270270265,126.7647522522523,0,0,0.0
GRID_4_12,37.420270270270265,126.77038288288291,0,0,0.0
GRID_4_13,37.420270270270265,126.77601351351356,0,0,0.0
GRID_4_14,37.420270270270265,126.7816441441442,0,0,0.0
GRID_4_15,37.420270270270265,126.78727477477484,0,0,0.0
GRID_4_16,37.420270270270265,126.79290540540546,0,0,0.0
GRID_4_17,37.420270270270265,126.7985360360361,0,0,0.0
GRID_4_18,37.420270270270265,126.80416666666672,0,0,0.0
GRID_4_19,37.420270270270265,126.80979729729737,0,0,0.0
GRID_4_20,37.420270270270265,126.815427927928,0,0,0.0
GRID_4_21,37.420270270270265,126.82105855855863,0,0,0.0
GRID_4_22,37.420270270270265,126.82668918918928,0,0,0.0
GRID_4_23,37.420270270270265,126.8323198198199,0,0,0.0
GRID_4_24,37.420270270270265,126.83795045045052,0,0,0.0
GRID_4_25,37.420270270270265,126.84358108108115,0,0,0.0
GRID_4_26,37.420270270270265,126.8492117117118,0,0,0.0
GRID_4_27,37.420270270270265,126.85484234234244,0,0,0.0
GRID_4_28,37.420270270270265,126.86047297297308,0,0,0.0
GRID_4_29,37.420270270270265,126.8661036036037,0,0,0.0
GRID_4_30,37.420270270270265,126.87173423423434,0,0,0.0
GRID_4_31,37.420270270270265,126.87736486486496,0,0,0.0
GRID_4_32,37.420270270270265,126.8829954954956,0,0,0.0
GRID_4_33,37.420270270270265,126.88862612612624,0,0,0.0
GRID_4_34,37.420270270270265,126.89425675675687,0,0,0.0
GRID_4_35,37.420270270270265,126.89988738738752,0,0,0.0
GRID_4_36,37.420270270270265,126.90551801801814,0,0,0.0
GRID_4_37,37.420270270270265,126.91114864864878,0,0,0.0
GRID_4_38,37.420270270270265,126.9167792792794,0,0,0.0
GRID_4_39,37.420270270270265,126.92240990991004,0,0,0.0
GRID_4_40,37.420270270270265,126.92804054054068,0,0,0.0
GRID_4_41,37.420270270270265,126.93367117117133,0,0,0.0
GRID_4_42,37.420270270270265,126.93930180180196,0,0,0.0
GRID_4_43,37.420270270270265,126.94493243243258,0,0,0.0
GRID_4_44,37.420270270270265,126.9505630630632,0,0,0.0
GRID_4_45,37.420270270270265,126.95619369369383,0,0,0.0
GRID_4_46,37.420270270270265,126.96182432432448,0,0,0.0
GRID_4_47,37.420270270270265,126.96745495495512,0,0,0.0
GRID_4_48,37.420270270270265,126.97308558558576,0,0,0.0
GRID_4_49,37.420270270270265,126.97871621621638,0,0,0.0
GRID_4_50,37.420270270270265,126.98434684684702,0,0,0.0
GRID_4_51,37.420270270270265,126.98997747747764,0,0,0.0
GRID_4_52,37.420270270270265,126.99560810810829,0,0,0.0
GRID_4_53,37.420270270270265,127.00123873873892,0,0,0.0
GRID_4_54,37.420270270270265,127.00686936936955,0,0,0.0
GRID_4_55,37.420270270270265,127.0125000000002,0,0,0.0
GRID_4_56,37.420270270270265,127.01813063063082,0,0,0.0
GRID_4_57,37.420270270270265,127.02376126126146,0,0,0.0
GRID_4_58,37.420270270270265,127.02939189189208,0,0,0.0
GRID_4_59,37.420270270270265,127.03502252252272,0,0,0.0
GRID_4_60,37.420270270270265,127.04065315315336,0,0,0.0
GRID_4_61,37.420270270270265,127.046283783784,0,0,0.0
GRID_4_62,37.420270270270265,127.05191441441464,0,0,0.0
GRID_4_63,37.420270270270265,127.05754504504526,0,0,0.0
GRID_4_64,37.420270270270265,127.0631756756759,0,0,0.0
GRID_4_65,37.420270270270265,127.06880630630651,0,0,0.0
GRID_4_66,37.420270270270265,127.07443693693716,0,0,0.0
GRID_4_67,37.420270270270265,127.0800675675678,0,0,0.0
GRID_4_68,37.420270270270265,127.08569819819844,0,0,0.0
GRID_4_69,37.420270270270265,127.09132882882906,0,0,0.0
GRID_4_70,37.420270270270265,127.0969594594597,0,0,0.0
GRID_4_71,37.420270270270265,127.10259009009032,0,0,0.0
GRID_4_72,37.420270270270265,127.10822072072096,0,0,0.0
GRID_4_73,37.420270270270265,127.1138513513516,0,0,0.0
GRID_4_74,37.420270270270265,127.11948198198225,0,0,0.0
GRID_4_75,37.420270270270265,127.12511261261288,0,0,0.0
GRID_4_76,37.420270270270265,127.1307432432435,0,0,0.0
GRID_4_77,37.420270270270265,127.13637387387412,0,0,0.0
GRID_4_78,37.420270270270265,127.14200450450475,0,0,0.0
