grid_id,min_lat,max_lat,min_lon,max_lon,center_lat,center_lon,demand_score,supply_score
GRID_000_048,37.4,37.4045,126.96880000000006,126.97440000000006,37.402249999999995,126.97160000000005,0.0,43.30896
GRID_000_049,37.4,37.4045,126.97440000000006,126.98000000000006,37.402249999999995,126.97720000000005,0.0,43.30896
GRID_000_050,37.4,37.4045,126.98000000000006,126.98560000000006,37.402249999999995,126.98280000000005,0.0,43.30896
GRID_000_051,37.4,37.4045,126.98560000000006,126.99120000000006,37.402249999999995,126.98840000000006,0.0,43.30896
GRID_000_052,37.4,37.4045,126.99120000000006,126.99680000000006,37.402249999999995,126.99400000000006,0.0,43.30896
GRID_000_053,37.4,37.4045,126.99680000000006,127.00240000000007,37.402249999999995,126.99960000000006,0.0,188.96379000000002
GRID_000_054,37.4,37.4045,127.00240000000007,127.00800000000007,37.402249999999995,127.00520000000006,0.0,188.96379000000002
GRID_000_055,37.4,37.4045,127.00800000000007,127.01360000000007,37.402249999999995,127.01080000000006,0.0,188.96379000000002
GRID_000_056,37.4,37.4045,127.01360000000007,127.01920000000007,37.402249999999995,127.01640000000006,0.0,188.96379000000002
GRID_000_057,37.4,37.4045,127.01920000000007,127.02480000000007,37.402249999999995,127.02200000000006,0.0,188.96379000000002
GRID_000_058,37.4,37.4045,127.02480000000007,127.03040000000007,37.402249999999995,127.02760000000006,0.0,188.96379000000002
GRID_000_059,37.4,37.4045,127.03040000000007,127.03600000000007,37.402249999999995,127.03320000000006,0.0,188.96379000000002
GRID_000_060,37.4,37.4045,127.03600000000007,127.04160000000007,37.402249999999995,127.03880000000007,0.0,188.96379000000002
GRID_000_061,37.4,37.4045,127.04160000000007,127.04720000000007,37.402249999999995,127.04440000000007,0.0,188.96379000000002
GRID_000_062,37.4,37.4045,127.04720000000007,127.05280000000008,37.402249999999995,127.05000000000007,0.0,188.96379000000002
GRID_000_063,37.4,37.4045,127.05280000000008,127.05840000000008,37.402249999999995,127.05560000000007,0.0,188.96379000000002
GRID_000_064,37.4,37.4045,127.05840000000008,127.06400000000008,37.402249999999995,127.06120000000007,0.0,188.96379000000002
GRID_000_065,37.4,37.4045,127.06400000000008,127.06960000000008,37.402249999999995,127.06680000000007,0.0,188.96379000000002
GRID_000_066,37.4,37.4045,127.06960000000008,127.07520000000008,37.402249999999995,127.07240000000007,0.0,188.96379000000002
GRID_000_067,37.4,37.4045,127.07520000000008,127.08080000000008,37.402249999999995,127.07800000000007,0.0,188.96379000000002
GRID_000_068,37.4,37.4045,127.08080000000008,127.08640000000008,37.402249999999995,127.08360000000008,0.0,188.96379000000002
GRID_000_069,37.4,37.4045,127.08640000000008,127.09200000000008,37.402249999999995,127.08920000000008,0.0,188.96379000000002
GRID_000_070,37.4,37.4045,127.09200000000008,127.09760000000009,37.402249999999995,127.09480000000008,0.0,188.96379000000002
GRID_000_071,37.4,37.4045,127.09760000000009,127.10320000000009,37.402249999999995,127.10040000000008,0.0,188.96379000000002
GRID_000_072,37.4,37.4045,127.10320000000009,127.10880000000009,37.402249999999995,127.10600000000008,0.0,188.96379000000002
GRID_000_073,37.4,37.4045,127.10880000000009,127.11440000000009,37.402249999999995,127.11160000000008,0.0,252.56369
GRID_000_074,37.4,37.4045,127.11440000000009,127.12000000000009,37.402249999999995,127.11720000000008,0.0,252.56369
GRID_000_075,37.4,37.4045,127.12000000000009,127.12560000000009,37.402249999999995,127.12280000000008,0.0,252.56369
GRID_000_076,37.4,37.4045,127.12560000000009,127.13120000000009,37.402249999999995,127.12840000000008,0.0,252.56369
GRID_000_077,37.4,37.4045,127.13120000000009,127.1368000000001,37.402249999999995,127.13400000000009,0.0,252.56369
GRID_000_078,37.4,37.4045,127.1368000000001,127.1424000000001,37.402249999999995,127.13960000000009,0.0,252.56369
GRID_000_079,37.4,37.4045,127.1424000000001,127.1480000000001,37.402249999999995,127.14520000000009,0.0,252.56369
GRID_000_080,37.4,37.4045,127.1480000000001,127.1536000000001,37.402249999999995,127.15080000000009,0.0,252.56369
GRID_000_081,37.4,37.4045,127.1536000000001,127.1592000000001,37.402249999999995,127.15640000000009,0.0,252.56369
GRID_000_082,37.4,37.4045,127.1592000000001,127.1648000000001,37.402249999999995,127.16200000000009,0.0,252.56369
GRID_000_083,37.4,37.4045,127.1648000000001,127.1704000000001,37.402249999999995,127.16760000000009,0.0,252.56369
GRID_000_084,37.4,37.4045,127.1704000000001,127.1760000000001,37.402249999999995,127.1732000000001,0.0,252.56369
GRID_000_085,37.4,37.4045,127.1760000000001,127.1816000000001,37.402249999999995,127.1788000000001,0.0,252.56369
GRID_000_086,37.4,37.4045,127.1816000000001,127.1872000000001,37.402249999999995,127.1844000000001,0.0,252.56369
GRID_000_087,37.4,37.4045,127.1872000000001,127.1928000000001,37.402249999999995,127.1900000000001,0.0,252.56369
GRID_000_088,37.4,37.4045,127.1928000000001,127.1984000000001,37.402249999999995,127.1956000000001,0.0,252.56369
GRID_000_089,37.4,37.4045,127.1984000000001,127.20400000000011,37.402249999999995,127.2012000000001,0.0,252.56369
GRID_001_000,37.4045,37.409,126.7,126.7056,37.406749999999995,126.7028,0.0,129.23721
GRID_001_001,37.4045,37.409,126.7056,126.7112,37.406749999999995,126.7084,0.0,129.23721
GRID_001_002,37.4045,37.409,126.7112,126.7168,37.406749999999995,126.714,0.0,129.23721
GRID_001_003,37.4045,37.409,126.7168,126.72240000000001,37.406749999999995,126.7196,0.0,129.23721
GRID_001_004,37.4045,37.409,126.72240000000001,126.72800000000001,37.406749999999995,126.7252,0.0,129.23721
GRID_001_005,37.4045,37.409,126.72800000000001,126.73360000000001,37.406749999999995,126.7308,0.0,129.23721
GRID_001_006,37.4045,37.409,126.73360000000001,126.73920000000001,37.406749999999995,126.7364,0.0,129.23721
GRID_001_007,37.4045,37.409,126.73920000000001,126.74480000000001,37.406749999999995,126.742,0.0,129.23721
GRID_001_008,37.4045,37.409,126.74480000000001,126.75040000000001,37.406749999999995,126.7476,0.0,129.23721
GRID_001_009,37.4045,37.409,126.75040000000001,126.75600000000001,37.406749999999995,126.7532,0.0,129.23721
GRID_001_010,37.4045,37.409,126.75600000000001,126.76160000000002,37.406749999999995,126.75880000000001,0.0,129.23721
GRID_001_011,37.4045,37.409,126.76160000000002,126.76720000000002,37.406749999999995,126.76440000000001,0.0,129.23721
GRID_001_012,37.4045,37.409,126.76720000000002,126.77280000000002,37.406749999999995,126.77000000000001,0.0,129.23721
GRID_001_013,37.4045,37.409,126.77280000000002,126.77840000000002,37.406749999999995,126.77560000000001,0.0,129.23721
GRID_001_014,37.4045,37.409,126.77840000000002,126.78400000000002,37.406749999999995,126.78120000000001,0.0,129.23721
GRID_001_015,37.4045,37.409,126.78400000000002,126.78960000000002,37.406749999999995,126.78680000000001,0.0,129.23721
GRID_001_016,37.4045,37.409,126.78960000000002,126.79520000000002,37.406749999999995,126.79240000000001,0.0,129.23721
GRID_001_017,37.4045,37.409,126.79520000000002,126.80080000000002,37.406749999999995,126.79800000000002,0.0,129.23721
GRID_001_018,37.4045,37.409,126.80080000000002,126.80640000000002,37.406749999999995,126.80360000000002,0.0,129.23721
GRID_001_019,37.4045,37.409,126.80640000000002,126.81200000000003,37.406749999999995,126.80920000000002,0.0,27.15053
GRID_001_020,37.4045,37.409,126.81200000000003,126.81760000000003,37.406749999999995,126.81480000000002,0.0,27.15053
GRID_001_021,37.4045,37.409,126.81760000000003,126.82320000000003,37.406749999999995,126.82040000000002,0.0,27.15053
GRID_001_022,37.4045,37.409,126.82320000000003,126.82880000000003,37.406749999999995,126.82600000000002,0.0,27.15053
GRID_001_023,37.4045,37.409,126.82880000000003,126.83440000000003,37.406749999999995,126.83160000000002,0.0,27.15053
GRID_001_024,37.4045,37.409,126.83440000000003,126.84000000000003,37.406749999999995,126.83720000000002,0.0,27.15053
GRID_001_025,37.4045,37.409,126.84000000000003,126.84560000000003,37.406749999999995,126.84280000000003,0.0,27.15053
GRID_001_026,37.4045,37.409,126.84560000000003,126.85120000000003,37.406749999999995,126.84840000000003,0.0,27.15053
GRID_001_027,37.4045,37.409,126.85120000000003,126.85680000000004,37.406749999999995,126.85400000000003,0.0,27.15053
GRID_001_028,37.4045,37.409,126.85680000000004,126.86240000000004,37.406749999999995,126.85960000000003,0.0,27.15053
GRID_001_029,37.4045,37.409,126.86240000000004,126.86800000000004,37.406749999999995,126.86520000000003,0.0,27.15053
GRID_001_030,37.4045,37.409,126.86800000000004,126.87360000000004,37.406749999999995,126.87080000000003,0.0,27.15053
GRID_001_031,37.4045,37.409,126.87360000000004,126.87920000000004,37.406749999999995,126.87640000000003,0.0,27.15053
GRID_001_032,37.4045,37.409,126.87920000000004,126.88480000000004,37.406749999999995,126.88200000000003,0.0,27.15053
GRID_001_033,37.4045,37.409,126.88480000000004,126.89040000000004,37.406749999999995,126.88760000000003,0.0,27.15053
GRID_001_034,37.4045,37.409,126.89040000000004,126.89600000000004,37.406749999999995,126.89320000000004,0.0,27.15053
GRID_001_035,37.4045,37.409,126.89600000000004,126.90160000000004,37.406749999999995,126.89880000000004,0.0,27.15053
GRID_001_036,37.4045,37.409,126.90160000000004,126.90720000000005,37.406749999999995,126.90440000000004,0.0,27.15053
GRID_001_037,37.4045,37.409,126.90720000000005,126.91280000000005,37.406749999999995,126.91000000000004,0.0,27.15053
GRID_001_038,37.4045,37.409,126.91280000000005,126.91840000000005,37.406749999999995,126.91560000000004,0.0,27.15053
GRID_001_039,37.4045,37.409,126.91840000000005,126.92400000000005,37.406749999999995,126.92120000000004,0.0,27.15053
GRID_001_040,37.4045,37.409,126.92400000000005,126.92960000000005,37.406749999999995,126.92680000000004,0.0,27.15053
GRID_001_041,37.4045,37.409,126.92960000000005,126.93520000000005,37.406749999999995,126.93240000000004,0.0,27.15053
GRID_001_042,37.4045,37.409,126.93520000000005,126.94080000000005,37.406749999999995,126.93800000000005,0.0,27.15053
GRID_001_043,37.4045,37.409,126.94080000000005,126.94640000000005,37.406749999999995,126.94360000000005,0.0,27.15053
GRID_001_044,37.4045,37.409,126.94640000000005,126.95200000000006,37.406749999999995,126.94920000000005,0.0,43.30896
GRID_001_045,37.4045,37.409,126.95200000000006,126.95760000000006,37.406749999999995,126.95480000000005,0.0,43.30896
GRID_001_046,37.4045,37.409,126.95760000000006,126.96320000000006,37.406749999999995,126.96040000000005,0.0,43.30896
GRID_001_047,37.4045,37.409,126.96320000000006,126.96880000000006,37.406749999999995,126.96600000000005,0.0,43.30896
GRID_001_048,37.4045,37.409,126.96880000000006,126.97440000000006,37.406749999999995,126.97160000000005,0.0,43.30896
GRID_001_049,37.4045,37.409,126.97440000000006,126.98000000000006,37.406749999999995,126.97720000000005,0.0,43.30896
GRID_001_050,37.4045,37.409,126.98000000000006,126.98560000000006,37.406749999999995,126.98280000000005,0.0,43.30896
GRID_001_051,37.4045,37.409,126.98560000000006,126.99120000000006,37.406749999999995,126.98840000000006,0.0,43.30896
GRID_001_052,37.4045,37.409,126.99120000000006,126.99680000000006,37.406749999999995,126.99400000000006,0.0,43.30896
GRID_001_053,37.4045,37.409,126.99680000000006,127.00240000000007,37.406749999999995,126.99960000000006,0.0,188.96379000000002
GRID_001_054,37.4045,37.409,127.00240000000007,127.00800000000007,37.406749999999995,127.00520000000006,0.0,188.96379000000002
GRID_001_055,37.4045,37.409,127.00800000000007,127.01360000000007,37.406749999999995,127.01080000000006,0.0,188.96379000000002
GRID_001_056,37.4045,37.409,127.01360000000007,127.01920000000007,37.406749999999995,127.01640000000006,0.0,188.96379000000002
GRID_001_057,37.4045,37.409,127.01920000000007,127.02480000000007,37.406749999999995,127.02200000000006,0.0,188.96379000000002
GRID_001_058,37.4045,37.409,127.02480000000007,127.03040000000007,37.406749999999995,127.02760000000006,0.0,188.96379000000002
GRID_001_059,37.4045,37.409,127.03040000000007,127.03600000000007,37.406749999999995,127.03320000000006,0.0,188.96379000000002
GRID_001_060,37.4045,37.409,127.03600000000007,127.04160000000007,37.406749999999995,127.03880000000007,0.0,188.96379000000002
GRID_001_061,37.4045,37.409,127.04160000000007,127.04720000000007,37.406749999999995,127.04440000000007,0.0,188.96379000000002
GRID_001_062,37.4045,37.409,127.04720000000007,127.05280000000008,37.406749999999995,127.05000000000007,0.0,188.96379000000002
GRID_001_063,37.4045,37.409,127.05280000000008,127.05840000000008,37.406749999999995,127.05560000000007,0.0,188.96379000000002
GRID_001_064,37.4045,37.409,127.05840000000008,127.06400000000008,37.406749999999995,127.06120000000007,0.0,188.96379000000002
GRID_001_065,37.4045,37.409,127.06400000000008,127.06960000000008,37.406749999999995,127.06680000000007,0.0,188.96379000000002
GRID_001_066,37.4045,37.409,127.06960000000008,127.07520000000008,37.406749999999995,127.07240000000007,0.0,188.96379000000002
GRID_001_067,37.4045,37.409,127.07520000000008,127.08080000000008,37.406749999999995,127.07800000000007,0.0,188.96379000000002
GRID_001_068,37.4045,37.409,127.08080000000008,127.08640000000008,37.406749999999995,127.08360000000008,0.0,188.96379000000002
GRID_001_069,37.4045,37.409,127.08640000000008,127.09200000000008,37.406749999999995,127.08920000000008,0.0,188.96379000000002
GRID_001_070,37.4045,37.409,127.09200000000008,127.09760000000009,37.406749999999995,127.09480000000008,0.0,188.96379000000002
GRID_001_071,37.4045,37.409,127.09760000000009,127.10320000000009,37.406749999999995,127.10040000000008,0.0,188.96379000000002
GRID_001_072,37.4045,37.409,127.10320000000009,127.10880000000009,37.406749999999995,127.10600000000008,0.0,188.96379000000002
GRID_001_073,37.4045,37.409,127.10880000000009,127.11440000000009,37.406749999999995,127.11160000000008,0.0,252.56369
GRID_001_074,37.4045,37.409,127.11440000000009,127.12000000000009,37.406749999999995,127.11720000000008,0.0,252.56369
GRID_001_075,37.4045,37.409,127.12000000000009,127.12560000000009,37.406749999999995,127.12280000000008,0.0,252.56369
GRID_001_076,37.4045,37.409,127.12560000000009,127.13120000000009,37.406749999999995,127.12840000000008,0.0,252.56369
GRID_001_077,37.4045,37.409,127.13120000000009,127.1368000000001,37.406749999999995,127.13400000000009,0.0,252.56369
GRID_001_078,37.4045,37.409,127.1368000000001,127.1424000000001,37.406749999999995,127.13960000000009,0.0,252.56369
GRID_001_079,37.4045,37.409,127.1424000000001,127.1480000000001,37.406749999999995,127.14520000000009,0.0,252.56369
GRID_001_080,37.4045,37.409,127.1480000000001,127.1536000000001,37.406749999999995,127.15080000000009,0.0,252.56369
GRID_001_081,37.4045,37.409,127.1536000000001,127.1592000000001,37.406749999999995,127.15640000000009,0.0,252.56369
GRID_001_082,37.4045,37.409,127.1592000000001,127.1648000000001,37.406749999999995,127.16200000000009,0.0,252.56369
GRID_001_083,37.4045,37.409,127.1648000000001,127.1704000000001,37.406749999999995,127.16760000000009,0.0,252.56369
GRID_001_084,37.4045,37.409,127.1704000000001,127.1760000000001,37.406749999999995,127.1732000000001,0.0,252.56369
GRID_001_085,37.4045,37.409,127.1760000000001,127.1816000000001,37.406749999999995,127.1788000000001,0.0,252.56369
GRID_001_086,37.4045,37.409,127.1816000000001,127.1872000000001,37.406749999999995,127.1844000000001,0.0,252.56369
GRID_001_087,37.4045,37.409,127.1872000000001,127.1928000000001,37.406749999999995,127.1900000000001,0.0,252.56369
GRID_001_088,37.4045,37.409,127.1928000000001,127.1984000000001,37.406749999999995,127.1956000000001,0.0,252.56369
GRID_001_089,37.4045,37.409,127.1984000000001,127.20400000000011,37.406749999999995,127.2012000000001,0.0,252.56369
GRID_002_000,37.409,37.4135,126.7,126.7056,37.411249999999995,126.7028,0.0,129.23721
GRID_002_001,37.409,37.4135,126.7056,126.7112,37.411249999999995,126.7084,0.0,129.23721
GRID_002_002,37.409,37.4135,126.7112,126.7168,37.411249999999995,126.714,0.0,129.23721
GRID_002_003,37.409,37.4135,126.7168,126.72240000000001,37.411249999999995,126.7196,0.0,129.23721
GRID_002_004,37.409,37.4135,126.72240000000001,126.72800000000001,37.411249999999995,126.7252,0.0,129.23721
GRID_002_005,37.409,37.4135,126.72800000000001,126.73360000000001,37.411249999999995,126.7308,0.0,129.23721
GRID_002_006,37.409,37.4135,126.73360000000001,126.73920000000001,37.411249999999995,126.7364,0.0,129.23721
GRID_002_007,37.409,37.4135,126.73920000000001,126.74480000000001,37.411249999999995,126.742,0.0,129.23721
GRID_002_008,37.409,37.4135,126.74480000000001,126.75040000000001,37.411249999999995,126.7476,0.0,129.23721
GRID_002_009,37.409,37.4135,126.75040000000001,126.75600000000001,37.411249999999995,126.7532,0.0,129.23721
GRID_002_010,37.409,37.4135,126.75600000000001,126.76160000000002,37.411249999999995,126.75880000000001,0.0,129.23721
GRID_002_011,37.409,37.4135,126.76160000000002,126.76720000000002,37.411249999999995,126.76440000000001,0.0,129.23721
GRID_002_012,37.409,37.4135,126.76720000000002,126.77280000000002,37.411249999999995,126.77000000000001,0.0,129.23721
GRID_002_013,37.409,37.4135,126.77280000000002,126.77840000000002,37.411249999999995,126.77560000000001,0.0,129.23721
GRID_002_014,37.409,37.4135,126.77840000000002,126.78400000000002,37.411249999999995,126.78120000000001,0.0,129.23721
GRID_002_015,37.409,37.4135,126.78400000000002,126.78960000000002,37.411249999999995,126.78680000000001,0.0,129.23721
GRID_002_016,37.409,37.4135,126.78960000000002,126.79520000000002,37.411249999999995,126.79240000000001,0.0,129.23721
GRID_002_017,37.409,37.4135,126.79520000000002,126.80080000000002,37.411249999999995,126.79800000000002,0.0,129.23721
GRID_002_018,37.409,37.4135,126.80080000000002,126.80640000000002,37.411249999999995,126.80360000000002,0.0,129.23721
GRID_002_019,37.409,37.4135,126.80640000000002,126.81200000000003,37.411249999999995,126.80920000000002,0.0,129.23721
GRID_002_020,37.409,37.4135,126.81200000000003,126.81760000000003,37.411249999999995,126.81480000000002,0.0,27.15053
GRID_002_021,37.409,37.4135,126.81760000000003,126.82320000000003,37.411249999999995,126.82040000000002,0.0,27.15053
GRID_002_022,37.409,37.4135,126.82320000000003,126.82880000000003,37.411249999999995,126.82600000000002,0.0,27.15053
GRID_002_023,37.409,37.4135,126.82880000000003,126.83440000000003,37.411249999999995,126.83160000000002,0.0,27.15053
GRID_002_024,37.409,37.4135,126.83440000000003,126.84000000000003,37.411249999999995,126.83720000000002,0.0,27.15053
GRID_002_025,37.409,37.4135,126.84000000000003,126.84560000000003,37.411249999999995,126.84280000000003,0.0,27.15053
GRID_002_026,37.409,37.4135,126.84560000000003,126.85120000000003,37.411249999999995,126.84840000000003,0.0,27.15053
GRID_002_027,37.409,37.4135,126.85120000000003,126.85680000000004,37.411249999999995,126.85400000000003,0.0,27.15053
GRID_002_028,37.409,37.4135,126.85680000000004,126.86240000000004,37.411249999999995,126.85960000000003,0.0,27.15053
GRID_002_029,37.409,37.4135,126.86240000000004,126.86800000000004,37.411249999999995,126.86520000000003,0.0,27.15053
GRID_002_030,37.409,37.4135,126.86800000000004,126.87360000000004,37.411249999999995,126.87080000000003,0.0,27.15053
GRID_002_031,37.409,37.4135,126.87360000000004,126.87920000000004,37.411249999999995,126.87640000000003,0.0,27.15053
GRID_002_032,37.409,37.4135,126.87920000000004,126.88480000000004,37.411249999999995,126.88200000000003,0.0,27.15053
GRID_002_033,37.409,37.4135,126.88480000000004,126.89040000000004,37.411249999999995,126.88760000000003,0.0,27.15053
GRID_002_034,37.409,37.4135,126.89040000000004,126.89600000000004,37.411249999999995,126.89320000000004,0.0,27.15053
GRID_002_035,37.409,37.4135,126.89600000000004,126.90160000000004,37.411249999999995,126.89880000000004,0.0,27.15053
GRID_002_036,37.409,37.4135,126.90160000000004,126.90720000000005,37.411249999999995,126.90440000000004,0.0,27.15053
GRID_002_037,37.409,37.4135,126.90720000000005,126.91280000000005,37.411249999999995,126.91000000000004,0.0,27.15053
GRID_002_038,37.409,37.4135,126.91280000000005,126.91840000000005,37.411249999999995,126.91560000000004,0.0,27.15053
GRID_002_039,37.409,37.4135,126.91840000000005,126.92400000000005,37.411249999999995,126.92120000000004,0.0,27.15053
GRID_002_040,37.409,37.4135,126.92400000000005,126.92960000000005,37.411249999999995,126.92680000000004,0.0,27.15053
GRID_002_041,37.409,37.4135,126.92960000000005,126.93520000000005,37.411249999999995,126.93240000000004,0.0,27.15053
GRID_002_042,37.409,37.4135,126.93520000000005,126.94080000000005,37.411249999999995,126.93800000000005,0.0,27.15053
GRID_002_043,37.409,37.4135,126.94080000000005,126.94640000000005,37.411249999999995,126.94360000000005,0.0,27.15053
GRID_002_044,37.409,37.4135,126.94640000000005,126.95200000000006,37.411249999999995,126.94920000000005,0.0,43.30896
GRID_002_045,37.409,37.4135,126.95200000000006,126.95760000000006,37.411249999999995,126.95480000000005,0.0,43.30896
GRID_002_046,37.409,37.4135,126.95760000000006,126.96320000000006,37.411249999999995,126.96040000000005,0.0,43.30896
GRID_002_047,37.409,37.4135,126.96320000000006,126.96880000000006,37.411249999999995,126.96600000000005,0.0,43.30896
GRID_002_048,37.409,37.4135,126.96880000000006,126.97440000000006,37.411249999999995,126.97160000000005,0.0,43.30896
GRID_002_049,37.409,37.4135,126.97440000000006,126.98000000000006,37.411249999999995,126.97720000000005,0.0,43.30896
GRID_002_050,37.409,37.4135,126.98000000000006,126.98560000000006,37.411249999999995,126.98280000000005,0.0,43.30896
GRID_002_051,37.409,37.4135,126.98560000000006,126.99120000000006,37.411249999999995,126.98840000000006,0.0,43.30896
GRID_002_052,37.409,37.4135,126.99120000000006,126.99680000000006,37.411249999999995,126.99400000000006,0.0,43.30896
GRID_002_053,37.409,37.4135,126.99680000000006,127.00240000000007,37.411249999999995,126.99960000000006,0.0,188.96379000000002
GRID_002_054,37.409,37.4135,127.00240000000007,127.00800000000007,37.411249999999995,127.00520000000006,0.0,188.96379000000002
GRID_002_055,37.409,37.4135,127.00800000000007,127.01360000000007,37.411249999999995,127.01080000000006,0.0,188.96379000000002
GRID_002_056,37.409,37.4135,127.01360000000007,127.01920000000007,37.411249999999995,127.01640000000006,0.0,188.96379000000002
GRID_002_057,37.409,37.4135,127.01920000000007,127.02480000000007,37.411249999999995,127.02200000000006,0.0,188.96379000000002
GRID_002_058,37.409,37.4135,127.02480000000007,127.03040000000007,37.411249999999995,127.02760000000006,0.0,188.96379000000002
GRID_002_059,37.409,37.4135,127.03040000000007,127.03600000000007,37.411249999999995,127.03320000000006,0.0,188.96379000000002
