grid_id,center_lat,center_lon,demand_score,supply_score,commercial_count,station_count,supply_demand_ratio,population_density,accessibility_score,transport_score,imbalance_score,is_underserved,priority_level,high_demand,high_supply,public_parking_count,avg_hourly_load
GRID_000_033,37.40225,126.88760000000003,0.0,27.15053,0,1,0.0,0,0.0,47.37837602798984,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_034,37.40225,126.89320000000004,0.0,27.15053,0,1,0.0,0,0.0,31.18831011083364,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_035,37.40225,126.89880000000004,0.0,27.15053,0,0,0.0,0,0.0,31.72559703647109,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_036,37.40225,126.90440000000004,0.0,27.15053,0,0,0.0,0,0.0,74.05770377304324,0.0,False,Low,False,False,2,30.504971409662005
GRID_000_037,37.40225,126.91000000000004,0.0,27.15053,0,0,0.0,0,0.0,33.23224372718577,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_038,37.40225,126.91560000000004,0.0,27.15053,0,0,0.0,0,0.0,33.01434237351552,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_039,37.40225,126.92120000000004,0.0,27.15053,0,0,0.0,0,0.0,45.1339036251832,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_040,37.40225,126.92680000000004,0.0,27.15053,0,1,0.0,0,0.0,32.88506116205263,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_041,37.40225,126.93240000000004,0.0,27.15053,0,1,0.0,0,0.0,73.58875646097962,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_042,37.40225,126.93800000000005,0.0,27.15053,0,0,0.0,0,0.0,74.01988166737394,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_043,37.40225,126.94360000000005,0.0,27.15053,0,1,0.0,0,0.0,77.46515140038355,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_044,37.40225,126.94920000000003,0.0,43.30896,0,0,0.0,0,0.0,25.137635299111537,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_045,37.40225,126.95480000000003,0.0,43.30896,0,0,0.0,0,0.0,58.60430900350473,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_046,37.40225,126.96040000000004,0.0,43.30896,0,0,0.0,0,0.0,68.9325816960162,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_047,37.40225,126.96600000000004,0.0,43.30896,0,0,0.0,0,0.0,56.46365043499021,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_048,37.40225,126.97160000000004,0.0,43.30896,0,1,0.0,0,0.0,46.129632515750686,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_049,37.40225,126.97720000000004,0.0,43.30896,0,1,0.0,0,0.0,52.48720820716467,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_050,37.40225,126.98280000000004,0.0,43.30896,0,0,0.0,0,0.0,73.91316187793598,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_051,37.40225,126.98840000000006,0.0,43.30896,0,1,0.0,0,0.0,42.25883437418344,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_052,37.40225,126.99400000000006,0.0,43.30896,0,0,0.0,0,0.0,53.77358297562334,0.0,False,Low,False,False,0,30.504971409662005
GRID_000_053,37.40225,126.99960000000006,0.0,188.96379,0,1,0.0,0,0.0,35.38608236503088,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_054,37.40225,127.00520000000006,0.0,188.96379,0,0,0.0,0,0.0,40.54512408152078,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_055,37.40225,127.01080000000006,0.0,188.96379,0,1,0.0,0,0.0,67.45933729388474,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_056,37.40225,127.01640000000006,0.0,188.96379,0,0,0.0,0,0.0,47.18799506866471,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_057,37.40225,127.02200000000006,0.0,188.96379,0,1,0.0,0,0.0,46.03377002075922,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_058,37.40225,127.02760000000006,0.0,188.96379,0,0,0.0,0,0.0,45.72957177427725,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_059,37.40225,127.03320000000006,0.0,188.96379,0,1,0.0,0,0.0,62.03532665910864,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_060,37.40225,127.03880000000008,0.0,188.96379,0,0,0.0,0,0.0,26.910685390590235,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_061,37.40225,127.04440000000008,0.0,188.96379,0,0,0.0,0,0.0,68.28719765626133,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_062,37.40225,127.05000000000008,0.0,188.96379,0,1,0.0,0,0.0,37.11257173443872,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_063,37.40225,127.05560000000008,0.0,188.96379,0,0,0.0,0,0.0,69.41299919052935,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_064,37.40225,127.06120000000008,0.0,188.96379,0,0,0.0,0,0.0,75.55538358646672,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_065,37.40225,127.06680000000009,0.0,188.96379,0,0,0.0,0,0.0,68.54976341838855,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_066,37.40225,127.07240000000009,0.0,188.96379,0,0,0.0,0,0.0,25.59433841040522,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_067,37.40225,127.07800000000007,0.0,188.96379,0,0,0.0,0,0.0,68.88214683853408,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_068,37.40225,127.08360000000008,0.0,188.96379,0,1,0.0,0,0.0,28.787365721218396,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_069,37.40225,127.08920000000008,0.0,188.96379,0,0,0.0,0,0.0,26.27153990397357,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_070,37.40225,127.09480000000008,0.0,188.96379,0,1,0.0,0,0.0,42.31775885840159,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_071,37.40225,127.10040000000008,0.0,188.96379,0,1,0.0,0,0.0,77.27037996150167,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_072,37.40225,127.10600000000008,0.0,188.96379,0,1,0.0,0,0.0,61.64488854982229,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_073,37.40225,127.11160000000008,0.0,252.56369,0,0,0.0,0,0.0,52.40125857094275,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_074,37.40225,127.11720000000008,0.0,252.56369,0,0,0.0,0,0.0,54.81069599100843,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_075,37.40225,127.12280000000008,0.0,252.56369,0,0,0.0,0,0.0,53.36068635830705,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_076,37.40225,127.12840000000008,0.0,252.56369,0,0,0.0,0,0.0,71.18780970475075,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_077,37.40225,127.13400000000009,0.0,252.56369,0,1,0.0,0,0.0,74.32258401262082,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_078,37.40225,127.13960000000009,0.0,252.56369,0,1,0.0,0,0.0,21.976691315909548,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_079,37.40225,127.14520000000007,0.0,252.56369,0,0,0.0,0,0.0,56.53609573140004,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_080,37.40225,127.15080000000007,0.0,252.56369,0,1,0.0,0,0.0,22.93463247236969,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_081,37.40225,127.15640000000008,0.0,252.56369,0,0,0.0,0,0.0,48.313516770037246,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_082,37.40225,127.16200000000008,0.0,252.56369,0,0,0.0,0,0.0,66.05942970209568,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_083,37.40225,127.16760000000008,0.0,252.56369,0,0,0.0,0,0.0,34.36861811803313,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_084,37.40225,127.1732000000001,0.0,252.56369,0,1,0.0,0,0.0,25.885032838648726,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_085,37.40225,127.1788000000001,0.0,252.56369,0,1,0.0,0,0.0,34.33571006500215,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_086,37.40225,127.1844000000001,0.0,252.56369,0,0,0.0,0,0.0,73.47892206400553,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_087,37.40225,127.1900000000001,0.0,252.56369,0,1,0.0,0,0.0,71.41583504675648,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_088,37.40225,127.1956000000001,0.0,252.56369,0,0,0.0,0,0.0,23.22427403099637,0.0,False,Low,False,True,0,30.504971409662005
GRID_000_089,37.40225,127.2012000000001,0.0,252.56369,0,0,0.0,0,0.0,41.677178248623946,0.0,False,Low,False,True,7,30.504971409662005
GRID_001_000,37.40675,126.7028,0.0,129.23721,0,0,0.0,0,0.0,45.23296763659131,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_001,37.40675,126.7084,0.0,129.23721,0,0,0.0,0,0.0,28.8538910583263,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_002,37.40675,126.714,0.0,129.23721,0,1,0.0,0,0.0,56.24003967511688,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_003,37.40675,126.7196,0.0,129.23721,0,1,0.0,0,0.0,39.95842229592528,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_004,37.40675,126.7252,0.0,129.23721,0,1,0.0,0,0.0,74.48436189883134,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_005,37.40675,126.7308,0.0,129.23721,0,1,0.0,0,0.0,64.76218800979166,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_006,37.40675,126.7364,0.0,129.23721,0,0,0.0,0,0.0,54.71942293558173,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_007,37.40675,126.742,0.0,129.23721,0,0,0.0,0,0.0,43.6235620552884,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_008,37.40675,126.7476,0.0,129.23721,0,0,0.0,0,0.0,79.59788824756097,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_009,37.40675,126.7532,0.0,129.23721,0,1,0.0,0,0.0,43.04821323392389,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_010,37.40675,126.7588,0.0,129.23721,0,0,0.0,0,0.0,49.93907718028248,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_011,37.40675,126.7644,0.0,129.23721,0,1,0.0,0,0.0,59.16154857575786,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_012,37.40675,126.77,0.0,129.23721,0,1,0.0,0,0.0,70.0350346353936,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_013,37.40675,126.7756,0.0,129.23721,0,1,0.0,0,0.0,51.5131238901193,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_014,37.40675,126.7812,0.0,129.23721,0,0,0.0,0,0.0,65.54224959397627,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_015,37.40675,126.7868,0.0,129.23721,0,1,0.0,0,0.0,27.418114246167995,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_016,37.40675,126.7924,0.0,129.23721,0,1,0.0,0,0.0,79.93536111357426,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_017,37.40675,126.79800000000002,0.0,129.23721,0,0,0.0,0,0.0,58.15703298481792,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_018,37.40675,126.80360000000002,0.0,129.23721,0,1,0.0,0,0.0,35.964635337245014,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_019,37.40675,126.80920000000002,0.0,27.15053,0,1,0.0,0,0.0,44.70933334853376,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_020,37.40675,126.81480000000002,0.0,27.15053,0,0,0.0,0,0.0,42.02701674136679,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_021,37.40675,126.82040000000002,0.0,27.15053,0,1,0.0,0,0.0,22.944246213039605,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_022,37.40675,126.82600000000002,0.0,27.15053,0,1,0.0,0,0.0,69.07628223019478,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_023,37.40675,126.83160000000002,0.0,27.15053,0,0,0.0,0,0.0,52.66658327847768,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_024,37.40675,126.83720000000002,0.0,27.15053,0,0,0.0,0,0.0,44.21529586435556,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_025,37.40675,126.84280000000004,0.0,27.15053,0,1,0.0,0,0.0,73.9615514924574,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_026,37.40675,126.84840000000004,0.0,27.15053,0,1,0.0,0,0.0,65.00727962064553,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_027,37.40675,126.85400000000004,0.0,27.15053,0,1,0.0,0,0.0,22.887700418885625,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_028,37.40675,126.85960000000004,0.0,27.15053,0,1,0.0,0,0.0,45.99918865116401,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_029,37.40675,126.86520000000004,0.0,27.15053,0,0,0.0,0,0.0,72.23296942750304,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_030,37.40675,126.87080000000005,0.0,27.15053,0,1,0.0,0,0.0,71.6119985391017,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_031,37.40675,126.87640000000005,0.0,27.15053,0,0,0.0,0,0.0,31.52922357644541,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_032,37.40675,126.88200000000003,0.0,27.15053,0,1,0.0,0,0.0,40.56019328670028,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_033,37.40675,126.88760000000003,0.0,27.15053,0,1,0.0,0,0.0,56.83282565806072,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_034,37.40675,126.89320000000004,0.0,27.15053,0,1,0.0,0,0.0,77.7059669786195,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_035,37.40675,126.89880000000004,0.0,27.15053,0,0,0.0,0,0.0,68.61926717574786,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_036,37.40675,126.90440000000004,0.0,27.15053,0,0,0.0,0,0.0,30.551759350722957,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_037,37.40675,126.91000000000004,0.0,27.15053,0,1,0.0,0,0.0,55.10039468108084,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_038,37.40675,126.91560000000004,0.0,27.15053,0,0,0.0,0,0.0,50.59440567854256,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_039,37.40675,126.92120000000004,0.0,27.15053,0,0,0.0,0,0.0,57.85840862013456,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_040,37.40675,126.92680000000004,0.0,27.15053,0,0,0.0,0,0.0,51.69573329921565,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_041,37.40675,126.93240000000004,0.0,27.15053,0,1,0.0,0,0.0,52.04206190806909,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_042,37.40675,126.93800000000005,0.0,27.15053,0,0,0.0,0,0.0,31.37036992380401,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_043,37.40675,126.94360000000005,0.0,27.15053,0,1,0.0,0,0.0,23.397834654150447,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_044,37.40675,126.94920000000003,0.0,43.30896,0,0,0.0,0,0.0,69.98031239406606,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_045,37.40675,126.95480000000003,0.0,43.30896,0,1,0.0,0,0.0,61.80933446653023,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_046,37.40675,126.96040000000004,0.0,43.30896,0,1,0.0,0,0.0,20.76678666135292,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_047,37.40675,126.96600000000004,0.0,43.30896,0,1,0.0,0,0.0,45.41664079596087,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_048,37.40675,126.97160000000004,0.0,43.30896,0,0,0.0,0,0.0,42.05052998237369,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_049,37.40675,126.97720000000004,0.0,43.30896,0,1,0.0,0,0.0,51.32707003244215,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_050,37.40675,126.98280000000004,0.0,43.30896,0,1,0.0,0,0.0,26.71992332492293,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_051,37.40675,126.98840000000006,0.0,43.30896,0,1,0.0,0,0.0,78.05391510795658,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_052,37.40675,126.99400000000006,0.0,43.30896,0,0,0.0,0,0.0,21.14737973250026,0.0,False,Low,False,False,0,30.504971409662005
GRID_001_053,37.40675,126.99960000000006,0.0,188.96379,0,0,0.0,0,0.0,26.67954190211687,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_054,37.40675,127.00520000000006,0.0,188.96379,0,0,0.0,0,0.0,52.52639214838299,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_055,37.40675,127.01080000000006,0.0,188.96379,0,0,0.0,0,0.0,53.62355758437983,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_056,37.40675,127.01640000000006,0.0,188.96379,0,0,0.0,0,0.0,70.69308312185018,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_057,37.40675,127.02200000000006,0.0,188.96379,0,1,0.0,0,0.0,55.04250846407318,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_058,37.40675,127.02760000000006,0.0,188.96379,0,1,0.0,0,0.0,55.21605242897569,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_059,37.40675,127.03320000000006,0.0,188.96379,0,1,0.0,0,0.0,31.4582281279093,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_060,37.40675,127.03880000000008,0.0,188.96379,0,0,0.0,0,0.0,23.693370086138252,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_061,37.40675,127.04440000000008,0.0,188.96379,0,0,0.0,0,0.0,79.4301866636597,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_062,37.40675,127.05000000000008,0.0,188.96379,0,0,0.0,0,0.0,66.10531508011697,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_063,37.40675,127.05560000000008,0.0,188.96379,0,1,0.0,0,0.0,29.77073106575519,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_064,37.40675,127.06120000000008,0.0,188.96379,0,0,0.0,0,0.0,49.67320080465545,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_065,37.40675,127.06680000000009,0.0,188.96379,0,1,0.0,0,0.0,26.0596209954361,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_066,37.40675,127.07240000000009,0.0,188.96379,0,1,0.0,0,0.0,20.216298847880413,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_067,37.40675,127.07800000000007,0.0,188.96379,0,1,0.0,0,0.0,47.82564340247685,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_068,37.40675,127.08360000000008,0.0,188.96379,0,1,0.0,0,0.0,22.52683491858568,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_069,37.40675,127.08920000000008,0.0,188.96379,0,1,0.0,0,0.0,62.61694495649206,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_070,37.40675,127.09480000000008,0.0,188.96379,0,0,0.0,0,0.0,59.46096549065033,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_071,37.40675,127.10040000000008,0.0,188.96379,0,0,0.0,0,0.0,62.73955950605768,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_072,37.40675,127.10600000000008,0.0,188.96379,0,0,0.0,0,0.0,56.10140818145658,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_073,37.40675,127.11160000000008,0.0,252.56369,0,0,0.0,0,0.0,63.72823170737172,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_074,37.40675,127.11720000000008,0.0,252.56369,0,0,0.0,0,0.0,44.93156042747296,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_075,37.40675,127.12280000000008,0.0,252.56369,0,1,0.0,0,0.0,68.3508977943124,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_076,37.40675,127.12840000000008,0.0,252.56369,0,1,0.0,0,0.0,66.89699202638194,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_077,37.40675,127.13400000000009,0.0,252.56369,0,0,0.0,0,0.0,76.98831264108831,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_078,37.40675,127.13960000000009,0.0,252.56369,0,1,0.0,0,0.0,62.58177032451058,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_079,37.40675,127.14520000000007,0.0,252.56369,0,1,0.0,0,0.0,53.84705427148772,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_080,37.40675,127.15080000000007,0.0,252.56369,0,0,0.0,0,0.0,62.423514907775946,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_081,37.40675,127.15640000000008,0.0,252.56369,0,0,0.0,0,0.0,50.062608961192254,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_082,37.40675,127.16200000000008,0.0,252.56369,0,0,0.0,0,0.0,20.42430562392064,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_083,37.40675,127.16760000000008,0.0,252.56369,0,1,0.0,0,0.0,21.50869910568028,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_084,37.40675,127.1732000000001,0.0,252.56369,0,0,0.0,0,0.0,76.05626996556039,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_085,37.40675,127.1788000000001,0.0,252.56369,0,0,0.0,0,0.0,70.30782194059225,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_086,37.40675,127.1844000000001,0.0,252.56369,0,1,0.0,0,0.0,55.881174633321145,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_087,37.40675,127.1900000000001,0.0,252.56369,0,0,0.0,0,0.0,58.1521715886211,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_088,37.40675,127.1956000000001,0.0,252.56369,0,0,0.0,0,0.0,60.01554539599141,0.0,False,Low,False,True,0,30.504971409662005
GRID_001_089,37.40675,127.2012000000001,0.0,252.56369,0,1,0.0,0,0.0,72.14431528807351,0.0,False,Low,False,True,0,30.504971409662005
GRID_002_000,37.41125,126.7028,0.0,129.23721,0,1,0.0,0,0.0,48.51473902102112,0.0,False,Low,False,False,0,30.504971409662005
GRID_002_001,37.41125,126.7084,0.0,129.23721,0,0,0.0,0,0.0,65.41823441118285,0.0,False,Low,False,False,0,30.504971409662005
GRID_002_002,37.41125,126.714,0.0,129.23721,0,0,0.0,0,0.0,31.091720770585013,0.0,False,Low,False,False,0,30.504971409662005
GRID_002_003,37.41125,126.7196,0.0,129.23721,0,1,0.0,0,0.0,42.86012468605719,0.0,False,Low,False,False,0,30.504971409662005
GRID_002_004,37.41125,126.7252,0.0,129.23721,0,1,0.0,0,0.0,44.01670451672592,0.0,False,Low,False,False,0,30.504971409662005
